Number,Type,Name,Route
8340/1,EIP,,Kołobrzeg_Koszalin_Słupsk_GdyniaGł._Tczew_IławaGł._WarszawaCentr._CMK_KrakówGł.
84100/1,IC,GWAREK,Słupsk_Koszalin_PiłaGł._PoznańGł._Leszno_WrocławGł._OpoleGł._Katowice
84102/3,IC,SZYNDZIELNIA,Ustka_Słupsk_Koszalin_PiłaGł._PoznańGł._Leszno_WrocławGł._OpoleGł._Kędzierzyn_Koźle_Rybnik_Bielsko_BiałaGł.
84150/1,IC,GWAREK,Ustka_Słupsk_Koszalin_PiłaGł._PoznańGł._Leszno_WrocławGł._OpoleGł._Katowice
8450/1,EIC,FREGATA,Kołobrzeg_UstronieMorskie_Koszalin_Słupsk_Lębork_GdyniaGł._WarszawaCentr._CMK_SosnowiecGł._Katowice_Tychy_Bielsko_BiałaGł.
85100/1,IC,ALBATROS,SzczecinGł._Koszalin_Słupsk_GdańskGł.
85102/3,IC,ŻUŁAWY,SzczecinGł._Słupsk_GdyniaGł._Tczew_Malbork_Elbląg_OlsztynGł.
85104/5,IC,BRYZA,SzczecinGł._Słupsk_GdyniaGł._Tczew_Malbork_IławaGł._OlsztynGł.
85106/7,IC,GRYF,SzczecinGł._Słupsk_GdyniaGł._Tczew_Malbork_Elbląg_OlsztynGł.
85108/9,IC,STAŃCZYK,SzczecinGł._Słupsk_GdyniaGł._Tczew_Malbork_Elbląg_OlsztynGł.
85108/9,IC,STAŃCZYK,SzczecinGł._Słupsk_GdyniaGł._Tczew_Malbork_Elbląg_OlsztynGł.
85110/1,TLK,BORY TUCHOLSKIE,Kostrzyn_GorzówWlkp._Krzyż_PiłaGł._Chojnice_Tczew_GdyniaGł.
86100/1,IC,BOSMAN,Kołobrzeg_Białogard_PiłaGł._PoznańGł._Leszno_Rawicz_WrocławGł.
86100/1,IC,BOSMAN,Kołobrzeg_Białogard_PiłaGł._PoznańGł._Leszno_WrocławGł.
86102/3,IC,SZKUNER,Słupsk_Koszalin_PiłaGł._PoznańGł._Leszno_WrocławGł.
86104/5,IC,SWAROŻYC,SzczecinGł._SzczecinDąbie_Kostrzyn_ZielonaGóraGł._WrocławGł.
86154/5,IC,SWAROŻYC,Kołobrzeg_SzczecinDąbie_Kostrzyn_ZielonaGóraGł._WrocławGł.
86156/7,IC,JAMNO,Ustka_Słupsk_Koszalin_PiłaGł._PoznańGł._Leszno_WrocławGł._OpoleGł._Lubliniec_CzęstochowaStradom_Koniecpol_WrocławGł.
87100,IC,DIONIZOS,GorzówWlkp._Skwierzyna_Międzyrzecz_Zbąszynek
87102,IC,LUBUSZANIN,GorzówWlkp._Skwierzyna_Międzyrzecz_Zbąszynek
87172/3,IC,PRZEMYŚLANIN,Ustka_Słupsk_Koszalin_PiłaGł._PoznańGł.
88105,IC,ZAMOYSKI,PiłaGł._Trzcianka_Krzyż_GorzówWlkp.
88150,IC,ROWOKÓŁ,Słupsk_Ustka
9102/3,IC,ŁĘCKA,ŁódźFabr._Skierniewice_Koluszki_WarszawaGdańska_WarszawaWsch.
9102/3,IC,ŁĘCKA,ŁódźFabr._Skierniewice_Koluszki_WarszawaGdańska_WarszawaWsch.
9104/5,IC,PRZĄŚNICZKA,ŁódźFabr._Koluszki_Skierniewice_WarszawaGdańska_WarszawaWsch.
9106/7,IC,RUBINSTEIN,ŁódźFabr._ŁódźWidzew_Skierniewice_WarszawaCentr._WarszawaWsch.
9108/9,IC,JAGNA,ŁódźFabr._Koluszki_Skierniewice_WarszawaGł.
9108/9,IC,JAGNA,ŁódźFabr._Koluszki_Skierniewice_WarszawaGł.
9110/1,IC,TUWIM,ŁódźFabr._Koluszki_Skierniewice_WarszawaGł.
91100/1,IC,ŁODZIANIN,ŁódźFabr._ŁódźWidzew_Koluszki_Skierniewice_WarszawaGdańska_WarszawaWsch.
9112/3,IC,SOPLICA,ŁódźFabr._Koluszki_Skierniewice_WarszawaGdańska_WarszawaWsch.
91130/1,IC,ZOSIA,ŁódźFabr._ŁódźWidzew_Koluszki_Skierniewice_WarszawaCentr._WarszawaWsch.
91132/3,IC,KORCZAK,ŁódźFabr._ŁódźWidzew_Koluszki_Skierniewice_WarszawaCentr._WarszawaWsch.
91132/3,IC,,ŁódźFabr._ŁódźWidzew_Koluszki_Skierniewice_WarszawaCentr._WarszawaWsch.
